S. no.,extracted_text,LLM_summary,link_to_notice,tags,telegram_notification_sent,email_sent
21,"(Formerly Netaji Subhas Institute of Technology)
Phone no. 25099050-Ext.-3020, Fax: 25099022, 25
Website: www.nsut.ac.in
Department of Physics
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
AZAD HIND FAUJ MARG, SECTOR-3, DWARKA, NEW DELHE1 10078
Summer Semester Practical Examination (M.Sc. Physics)
This is to inform all students enrolled in the Summer Semester Practical Examination 0
Date: 08- 08- 2024
f the
course code AEPH201 (Computational Physics Lab), that the final practical examination is
scheduled on 12 — August- 2024.
Course Instructor
\
VA ae
Dr. Pargin Bangotra
Department of Physics
cc: Conkerltee of examinahm
+8
af| Wy
HOD (Physics)
ee
Prof. Ranjana Jha
","Summer Semester Practical Examination (M.Sc. Physics) (AEPH201) (Computational Physics Lab) will take place in August 2024. The final practical examination will be held at Netaji Subhas Institute of Technology, New Delhi.",https://www.imsnsit.org/imsnsit/plum_url.php?cygkUyMBHe2ZkIo+j4t/I8Fe5T/zU2Hcjf/TRgx5YZUhyqc3AtebLiMW59lWa/KmYbjsctp1JT/fKqL5zZjUXMN02CHiZqBwZvHuv87X6lEVT8843T2NeDbGbgwbCr2HMkM25MUegtBD9xnlaCtSr+G4t71ZEiL+rJaSnpHETIa/hRgZwVeTRmwlyI2mKoiABWD1SpG0/AzmsV3d4/+xXXfXqEoFehmx2Gm6kDN9leo=,"['Time Table', 'Exam Schedule']",1,1
22,"NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
A STATE UNIVERSITY GOVT. OF NCT OF DELHI
(Formerly Netaji Subhas Institute of Technology)
AZAD HIND FAUJ MARG, SECTOR-3, DWARKA, NEW DELHI-110078
Phone no. 25000268-Ext.-2325, Fax. 25099025 Website: www.nsut.ac.in
F. No. 220(75) /fees-13/Acad/NSIT/799
NOTIFICATION
The following students are allow to pay their annual fee in two
instalments in the Academic session 2024 — 25. First instalment @ 60% of total
Annual fee in July — 2024 and Second instalment @ 40% of the balance
amount of Annual fee in September — 2024. Details are given as undert:-
Dated: 09.08.2024
Ss. Student Roll No. Year | Total 1st Qnd Fine
No. | Name Annual instalment instalmen | till
fees in aj|should pay|t_ should | date
year July - 2024 | pay 09/08 /
(60%) Septembe | 2024
r- 2024
(40%)
1. Mohd. 2023UBT7047 | 2nd 2,40,000/- | 1,44,000/- 96,000/- 2000/-
Mehtab
Husain
Dushyant 2023UCB6058 | 2nd 2,40,000/- | 1,44,000/- 96,000/- 2000/-
Abdul 2023UCB6048 | 2nd 2,40,000/- | 1,44,000/- 96,000/- 2000/-
Rageeb
4. Mayank 2022UME4087 | 3r¢4 2,40,000/- | 1,44,000/- 96,000/- 9000/-
Singh
5. Ashish 2022UCB6059 | 3rd 2,40,000/- | 1,44,000/- 96,000/- 9000/-
Kumar
6. Saket 2023UCE7078 | 2nd 2,40,000/- | 1,44,000/- 96,000/- 9000/-
Ranjan
7. Manya 2022UI1T3142 3rd 2,40,000/- | 1,44,000/- 96,000/- 9000/-
Meena
AS per earlier notification no. F No.
220(190) /Acad./2021/Acad./NSUT/417 dated 25.06.2024 display on IMS to
pay the fine. Details are given as under:-
S. No. Duration Fine
1. 30.07.2024 to 04.08.2024 2000/-
2. 05.08.2024 to 09.08.2024 9000/-
This issues with the approval of Competent Authority.
(Maheshwari Chandra)
Section Officer (Academics)
Copy to:-
1. Concerned students
2. Coordinator, CUMS
",The following students are allow to pay their annual fee in two installments. First instalment @ 60% of total.Annual fee in July — 2024 and Second instalments @ 40% of the balance. of Annual fee in September — 2024. Details are given as under.,https://www.imsnsit.org/imsnsit/plum_url.php?m20QL6A0sUz5LPJBtVRcGQc/dWPLr9LGsCA1b4rb20gOUUZFiYgGoqXSqDwrVDNFoVh6nDLtJ9o8WfRyQw4NGgW7ED3DLtMg0EIOkA4r0AVhffvI/yBb8IA8ZuccrdXSYG9PyPP0aMSejQQ/VbNkljL7rjGU/2JWCGXqAigcJeeQLgk7iP6u2lrTIFANuagLwN40LucN9Ud2qRVMhcIAzw==,['Fee Payment'],1,1
23,"fiafa@ura
NATIONAL CADET CORPS
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
(formerly Netaji Subhas Institute of Technology)
Azad Hind Fauj Marg, Sector-3, Dwarka, New Delhi-110078
Date: 08/08/2024
Jai Hind!
We are pleased to inform you all that the registration process for the National Cadet Corps (NCC) is
now officially open. This is an excellent opportunity to become a part of a distinguished organization
committed to fostering leadership, discipline, and a sense of community. Whether you are a returning
cadet or aspiring to join for the first time, we strongly encourage you to complete the registration
form at your earliest convenience. Do not miss this opportunity to serve the nation and gain
invaluable skills that will shape your future. Together, let us uphold the principles that strengthen our
country.
Registration Details:
Google Form: https://forms.gle/TP2WXgE97SWCVyXR7
Instagram: https://www.instagram.com/nsut_ncc
Linktree: https://linktr.ee/nccnsut
Dr. Sumita Dahiya
Caretaker Officer, NCC
sumita.dahiva@nsut.ac.in
","The registration process for the National Cadet Corps (NCC) is now officially open. This is an excellent opportunity to become a part of a distinguished organization committed to fostering leadership, discipline, and a sense of community. Do not miss this opportunity to serve the nation and gain valuable skills.",https://www.imsnsit.org/imsnsit/plum_url.php?DY+OXelUy+D8U75i6IFJM+ZnLUKDduyOtPkH4QeZJEadbykyZ0Wr6dmaDbV9FLfkVedSTnwUsIQO4jDvxNc3xNffHOeZrnT5hPjghPjnhOIaj4jFWKMhtJ5cHGDLyHD+d6LCtF47TNMSTmQqp3d/lTV9uQ00rY56V2TcOq4L0LZH5ALZcgXPS+eU5Z436pr9MQTlNzomYV+bSJKv7dHxxw==,['Backlog'],1,1
26,"NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
SECTOR-3, DWARKA, NEW DELHI-110078
OFFICE OF DEAN ACADEMICS
F. No. 220(190) /Acad/Reg/2021/NSUT/785 Date: 07/08/2024
SUBJECT: ATTENDANCE DURING FIRST YEAR UG STUDENT
INDUCTION /ORIENTATION PROGRAM
It is mandatory for all first year Under Graduate students to attend all
the sessions of the Induction programme as notified by the office of DSW. The
sessions are being held on 7.08.2024 (full day) and from 4.00-6.00 pm during
08.08.2024 to 16.08.2024.
The faculty/lab technical staff/URF/TRF/M.Tech TA who have been
assigned classes of first year UG students from 4.00-6.00 pm during
08.08.2024 to 16.08.2024 may kindly accompany their students to the APJ
complex and ensure that they are seated as per the below seating arrangement.
Attendance maybe recorded and _= entered on CUMS for _ the
theory /tutorial/laboratory class.
Aid Jago
Dean Academics
Copy to:
PS to VC for Information
Registrar for Information
All HODs, Deans, Directors
University Time Table Coordinator members
University Time Table Dy. Coordinator
FE /EO course Coordinator
All DTRCRC members
Coordinator, CUMS, with request to mail this notice to all concerned
students
Notice Board
PN
 
NYM
 
AS
 
YYPE
©
SEATING PLAN FOR INDUCTION PROGRAMME
8th — 16% Aug, 24 from 04 - 06 PM onwards
1. Room No. 11 CSAI, ECE
a: Room No. 1 CSE & CSDS
3. Room No. 2 IT & EVDT
4. Room No. 3 ITNS
5. Room No. 4, ECE
6. Room No. 5 EE
ya Room No. 6 ICE
8. Room No. 7 ME & BT
9. Room No. 8 MAC & Design
10. | Room No. 9 BBA, MBA, M.Sc.
",All first year Under Graduate students to attend all sessions of the Induction programme as notified by the office of DSW. The faculty/lab technical staff/URF/TRF/M.Tech TA who have been assigned classes of first year UG students from 4.00-6.00 pm during the first week of the,https://www.imsnsit.org/imsnsit/plum_url.php?UMiRzGb2Yk3nOdJJjBJAWT0h0Nk1mmAXvTZoETxN1X/r7YQmC+b+Le+jPGlxVCJ+cZl4361/VI5oXyv9/hE2DVH4vgAILMvoGK9GaNwh5CwethqC5b+Svc4ZpTZvKHwU2qZyhPGiiRspa/w7utesUAud/GEgakOrsNHTUgbRFr4KBXtrYzrB2j+VJHugVUJpwH4KgqkvSTtpAY85Wgl6iQ==,"['Time Table', 'ECE']",1,1
27,"NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
SECTOR-3, DWARKA, NEW DELHI-110078
OFFICE OF DEAN ACADEMICS
F. No. 220(190) /Acad/Reg/2021/NSUT/783 Date: 07/08/2024
SUBJECT: LAST MEETING FOR REDRESSAL OF COURSE
REGISTRATION /RE-REGISTRATION ISSUES OF ALL
SEMESTERS OF ALL PROGRAMMES
It is expected that all I/III/V/VII semester B.Tech and other students have
reported physically to the appointed registration officer in the University for
Approval of courses.
1. Students should ensure that their courses have been approved and their
name appears on the Roll list.
2. It has been reported that the approval of registration of some
students is PENDING due to various reasons like nonpayment of fees
etc.
3. It is the sole responsibility of the students themselves to ensure that
the approval of registration is not PENDING. Students shall
themselves be responsible for shortage of attendance due to late
registration. The university shall not allow any relaxation in
attendance due to late registration.
4. If the course registration is not approved, the student's name shall not
appear in the roll list, thus student attendance cannot be marked. Such
students shall not be issued admit card, so shall not be able to appear in
MSE/ESE.
S. If the roll no. of a student does not appear in roll list, he she should
immediately contact their DTCRC for immediate action.
6. Approval of Registration shall be allowed till 09.08.2024 after payment of
late fee as announced in the Approval of Registration Notice.
7. Approval of Registration shall not be allowed after the last date as
announced in the Approval of Registration Notice.
It has been reported that students are directly contacting CUMS or academic
section regarding any course registration /approval matters.
All students are strictly advised to contact their DTCRC only, as per schedule
given below, for course registration/approval related matters. It may be noted
that no requests for increase/decrease of course credits and/or allotment
of EG courses, change of Electives etc. shall be entertained at all.
Sr. Date of meeting to be held by the | Date of meeting to be held by Dean
No. DTCRC of all Departments with | Academic along with DTCRC of all
students Departments (Concerned students should
be available on call)
1. 08.08.2024 (Thursday) 08.08.2024 (Thursday):
Venue and _ time _- shall be | Time: 2.30 pm
announced by respective DTCRC | Venue : ECE Seminar Room
Aid Jogo
Dean Academics
Copy to:
PS to VC for Information
Registrar for Information
All HODs, Deans, Directors
University Time Table Coordinator members
University Time Table Dy. Coordinator
FE /EO course Coordinator
All DTRCRC members
Coordinator, CUMS, with request to mail this notice to all concerned
students
Notice Board
SN
 
AM
 
SYN
 
EP
©
","Last meeting to be held by Dean at 2.30pm on 07/08/2024. Students are advised to contact their DTCRC only for course registration/approval related matters. No requests for increase/decrease of course credits and/or allotment of EG courses, change of Electives etc. will be",https://www.imsnsit.org/imsnsit/plum_url.php?TLoaXdV8fGHSsYASOkKJfFlM074qLdxPlef8dDFx9WiixXTFGETGmjqnWdp+u4yz/Go7ZfeNs2Hv7l7Y+S1/zj2aRZU5WO9Fv6L0dLPV1aJnZnU+Lw4KG7wLy03fbzqCg7iRhTtEVXL1oXVTOpxXgz2+ZVuxOkawBAfEtqrJhGGD2cb3KyQXheqtpi7vRh8Dp2VpL7h1/DgMAOJ88v1cZzsqNdZU+OTJRe8LY39HivM=,"['Fee Payment', 'Time Table', 'Exam Schedule', 'B.Tech', 'ECE', 'Backlog']",1,1
28,"Time Tabl
Department of Mathematics
f{M Mathemati m
r- II
ion-2024-25
TIME/
DAYS
08:00-09:00
MONDAY
TUESDAY
09:00-10:00
10:00-11:00
11:00-12:00
WEDNESDAY
THURSDAY
FRIDAY
12:00-01:00
02:00-03:00
03:00-04:00
04:00:05:00
05:00- 06:00
Paper Code
Paper Name
Instructor
Room No. for Theory and Tutorials
Lab Room No.
","Time TablDepartment of Mathematics                f{M Mathemati m                r- II                ion-2024-25                .TIME/DAYS: 08:00-09:00, 10:00 to 12:00.",https://www.imsnsit.org/imsnsit/plum_url.php?Qv/n6fsMusyN9fOkr9sZgfmEhVdFCo017w8Y6eMd5M5FUbWJzor9ngutjgS4BI8gCEuQwRHk8DBV2RL/vd6bW9qvRud31jjMBJVQDaf8V7MfCjgAs2wztVw0/7zvY1HKgqoAZDLkLVsRlQVdYd7LTcAAihmA3xghGqskb3ZbuUm0CzWFVgbzSvWFgSva3nUrelTMf61A+gdYDpTccExz7Q==,[],1,1
29,"Netaji Subhas University Of Technology, East Campus
Geeta Colony, Delhi
(Office of Students Welfar
-31
e Officer)
(Ambedkar Institute of Advanced Communication Technologies & Research)
SCHEDULE FOR INDUCTION PROGRAM-2024
DATE: 07/08/2024 (Wednesday)
VENUE: NSUT EAST CAMPUS
CLASSES: CSDA, CSIOT, ECAM
SL TIME TOPIC/ TITLE EXPERT VENUE
i‘ 10.00AM- | Introduction to Various Training & Placement and | Prof. Vishal Bhatnagar | Auditorium
10.30AM Library Activities & Dr. Aarti Jain
2. 10.30AM- | Introduction to Various Sports. Physical Activities, | Dr. R. S. Raw & Auditorium
11.00AM NSS & Students’ Activities Mr. Shantanu Das
3. 11.00AM- | Introduction of Various Financial Incentives And | Prof. Vijander Singh & | ONLINE
01.00PM Assistance Schemes Etc. Chhatra Vittiya Sahayata | Prof. S. K. Chak
Evam Protsahan Kosh (CVSPK)
4. 01.00PM- LUNCH BREAK
02.00PM
>. 02.00PM- Introduction to CUMS Activities Mr. Himanshu Singhal ONLINE
04.00PM
6. 04.00PM- Introduction to Academic Activities and Exam | Dr. Vishal Gupta & | Auditorium
04.30PM Rules & Regulations Prof. Richa Bhatia
‘p 04.30PM- Ice Breaking Activities, Outreach Activities, | Prof. Rashmi Gupta & | Auditorium
05.00PM Startup, Incubation Activities, Desh-Ke-Mentor Prof. M Gangadharappa
8. 05.00PM- Dept. of Computer Science & Engg: An | Prof. Manoj Kumar Auditorium
05.15PM Introduction
(Introduction of all the faculty members by HoD)
9. 05.15PM- Dept. of Electronics & Communication Engg: An | Prof. Aarti M.K. Auditorium
05.30PM Introduction
(Introduction of all the faculty members by HoD)
10. | 05.30PM- | Dept. of Sciences & Humanities: An Introduction Dr. G Veda, Dr. Pradeep | Auditorium
05.45PM (Introduction of all the faculty members) Chaswal, Dr. Sunita,
Dr. Vinamrita,
Mr. Shantanu Das
11. | 05.45PM- Director’s Speech Prof. Narendra Kumar | Auditorium
06.00PM (Director)
Note: 1. All the other Orientation-cum-Induction online activities (04:00-06:00pm) from
08/08/2024 to 16/08/2024 will be followed as per already notified by the NSUT Main
Campus.
2. Regular classes will be started from 08/08/2024 as per the academic calendar 2024-25.
: yr
(Student’s Welfare Officer)
","Netaji Subhas University Of Technology, East Campus, Delhi, to start classes from 07/08/2024 (Wednesday) 10.00AM- Introduction to Various Training & Placement. 10.30AM- Library Activities & Dr. Aarti Jain. 11.00am- Introduction of Various Financial Incentives",https://www.imsnsit.org/imsnsit/plum_url.php?8P5YlOqCXlGAgkurEaC1FS7k53Z7Ja8/exVqx4NjUSDnqx89hkS87UjKEJzsMVF9fu3Wr6JiqqIcmko+kot1Pg6MRZH1nrUPYUdh+M6/uSkYLOgx/d6CKhhXn5rYMeCCLRvL5uEdrmc/m+SB7Tg5wmW8pwDKH/NHkTHtXsNEze8EcwAMMDmq8xrd9k58SIiXUkTZox6BJhlmH2xCbzOJbQ==,"['Scholorship', 'Time Table', 'Exam Schedule']",1,1
30,"Aas TAT Tears fates, Terat aeax
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY, WEST CAMPUS
A STATE UNIVERSITY UNDER DELHI ACT 06 of 2018, GOVT. OF NCT OF DELHI
(Formerly Ch. Brahm Prakash Government Engineering College)
Jaffarpur, New Delhi - 110073
Telephone: +91-11-25318161; website: www.nsut.ac.in
Dated:-06/08/2024
NOTICE
Schedule and Seating arrangement for the induction program for newly admitted students of the
departments of Civil, Mechanical (EV), Geoinformatics, and Architecture & Planning are as follows:
Seating Arrangement:-
S. No Room No. Branch
1. 205(NSUT, West Campus) Civil Engg. & Geoinformatics
303(NSUT, West Campus) Mechanical (EV) & Architecture and Planning
Schedule of induction program:-
7"" August
S. No Timing Address Expert
Introduction of various activities of
1. 10-11 am student welfare i.e. societies/ Ms. Astha Singh
chapters, cultural events etc.
Introduction of various Financial
2 11-01 pm Incentives and Assistance schemes etc. | Prof. Vijendra Singh
Chhatra Vittiya Sahayata Evam Prof. S.K Chak
Protsahan Kosh (CVSPK)
3. 02 pm- 04 pm | Introduction to CUMS Activities Mr. Singhal Himanshu
Introduction to various Sports,
Physical & NSS activities. Dr. Praveen Saroha
4. 04 pm-06 pm ——
Introduction activities. to various Dr. Amit Segar
NCC
8"" August
S. No Timing Address Expert
L 04 PM- 05 PM Introduction Training activities. and to various Prof MPS. Bhatia
Placement
2. 5 PM-6PM A lecture on Code of Conduct for students Chief Proctor/ DSW
9h August
S. No Timing Address Expert
1. 4 PM-6 PM
 
_ | Introduction to various Academic activities Prof. Sujata Sengar
Aas TAT Tears fates, Terat aeax
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY, WEST CAMPUS
A STATE UNIVERSITY UNDER DELHI ACT 06 of 2018, GOVT. OF NCT OF DELHI
(Formerly Ch. Brahm Prakash Government Engineering College)
Jaffarpur, New Delhi - 110073
Telephone: +91-11-25318161; website: www.nsut.ac.in
12th August, 2024
S. No Timing Address Expert
L 04 PM- 05 PM Introduction to Rules and Regulations of Chief Warden
various Hostels.
2. 5 PM-6PM Introduction to TBI/ start-up activities. Mr. Singhal Himanshu
13th Aug, 2024
S. No Timing Address Expert
1. 04 PM- 05 PM | Introduction to Engagement, EFO Community| Prof. SushmaNagpal
> 5 PM-6PM Expert Lecture on Importance of Mental Healtl Dr. Geetanjali
Awareness
14th Aug, 2024
S. No Timing Address Expert
1. 04 PM- 05 PM | Expert Lecture sensitization on Gender Dr. Ritu Gupta
2. 5 PM-6PM Expert Awareness Lecture on Cyber Mr. H. Randhawa, S.
ACP/IFSO/Special Cell
All students are advised to follow the aforementioned schedule and seating arrangement.
Dr. Sanjeev Kumar
Head of Office
NSUT West Campus
","Aas TAT Tears fates, Terat aeax                NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY, WEST CAMPUS, New Delhi. Induction program for newly admitted students of Civil, Mechanical (EV), Geoinformatics, and Architecture & Planning are as follows.",https://www.imsnsit.org/imsnsit/plum_url.php?5o9JK8TnpiErPflVI21fGpWi06GXYvTqQaR8rrAmm3IR/VDg2V6YKWS4MUzddwdzWypWP2LJFDFRk1WuB0drSUZJHy2A8f0/slzmdJt6HMf3Gi1Ttgl8psdcZ9aUzFfSBw6NKsw2VCyACP3zY6yWimg5LYS2YgnJIIJWW4iYl7BXlxvGw+H2SIxn+R3buPkOj5jCnyMTkPLRYx/5RFp1bJJIub3w5pfKAfAjAraC5hplciBizwUhOqR5zWtq0/ovpI0SYRV8otK0kMPd2xGMFg==,"['Scholorship', 'Time Table', 'Exam Schedule']",1,1
31,"-—\ NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
x) 5] (formerly Netaji Subhas Institute of Technology)
~/ Azad Hind Fauj Marg, Sector-3, Dwarka, New Delhi-110078
~ Phone No. 25000268 Extn.-2325, Fax: 25099025
Website:
F.No. 220(190)/Acad./Reg./2021/NSUT/ 76"" - Dated: 0 b/ayeary
NOTIFICATION
Subject: Urgent Notification for Completion of Registration Process
In continuation to the earlier notification No. F,
220(190)/Acad./Reg./2021/NSUT/737 dated: 01.08.2024 regarding student
registration, all new entrant students of the main campus who have not yet
completed their registration process are hereby directed to report to Room No.
106, Academic Section, New Building / Training & Placement Building to
finalize their registration. Please bring the completed registration form along
with all relevant documents.
Note: All new entrant students of the East and West Campuses who have
not yet completed their registration process should contact their
respective Associate Dean of Academics to complete the necessary
formalities. ys.
-
(Maheshwari Chandra)
Section Officer, Academics
Copy to:
Director East & West
Associate Dean Academics of East & West = with request to make the
tO
necessary arrangements to complete ‘the registration work of the
remaining students who have not registered yet.
3. Coordinator, CUMS
A.R. to VC for information
P.S. to Registrar for information
PS
 
orp
 
eve
he
328@.3
?
 
i
""O74
 
.
 
ry
TPE
 
LM
 
Ok
 
ter
 
nt.
 
A
 
ioe -
 
:*
 
t
 
»
.
 
,
 
—_
 
,.
 
° ee
 
Hy
 
“
 
.SIS
 
9
 
GOey
 
foee.
 
ih
 
'
‘*
wr
 
gat
5
","All new entrant students of the main campus who have not yet.completed their registration process are hereby directed to report to Room. No.106, Academic Section, New Building / Training & Placement Building to finalize their registration. Please bring the completed registration form along with all relevant documents. All new students of East and West",https://www.imsnsit.org/imsnsit/plum_url.php?ZetaS+pA+NIG4NyPh9/CnKpfoGZbsaVPSUp+YnQNLP1ieHd1PU6ws+j3bnLE9Nq2xjo4iEY6Jp8RQ/hYf9FUup4lZgO1sTx8yHzSWxpoky6X6gkOlhJ0RRPC/o24I/fPMWKybd8duABoVZ0V9Y1/8R2ZdHj8ZXxZeHC2eJqMge48dz2OfGJ7QhT8NYJVNXDSpyVP45mQxzAespoJjUHvpQ==,"['ECE', 'Backlog']",1,1
32,"Department of Mathematics
Time Table of M.Sc. Mathematics. Semester- I. Session-
2024-25
TIME/ 08:00- 09:00- 11:00-
DAYS 09:00 10:00 10:00-11:00 12:00 12:00-01:00| 01:00-02:00 | 02:00-03:00) 03:00-04:00 eo 05:00- 06:00
MONDAY
TUESDAY
WEDNESDAY
THURSDAY
FRIDAY
Paper Code Paper Name Instructor Room No. for Theory and Tutorials Lab Room No.
","Department of Mathematics                Time Table of M.Sc. Mathematics. Semester- I. Session- 2024-25.TIME/ 08:00- 09:00, 11:00 - 12:00. Paper Code Paper Name Instructor Room No. for Theory and Tutorials Lab.",https://www.imsnsit.org/imsnsit/plum_url.php?D6s1d7oSnyyLCbkBzArkmPhD+jCDBF1qSh1hYmmZY+u2CUlFkPhSqB2jvlhRGz+hym68Pqh2LJSeEj7td+tAw5crsvB7FcSEzYTN/xS+Sbgp1dAay9JxNaFWTimHh9cZmBqChCnn5jpcOAP+yzzbV3RGLvDRbFTY7BmPDywZ5AaeYfVJmf9IRcle8AJ08G+INWs0SM7epLuOGxx/eg0C9h5YONmC8V9H06BZcJxY3po=,['Time Table'],1,1
33,"DEPARTMENT OF ECE-East Campus
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
GEETA COLONY, NEW DELHI — 110031
DATE: 06/08/2024
Guidelines of BTP for selection of Project Title and Supervisor
B.Tech. (ECAM) 7"" Semester —Project-I (EAEPC22) & Project-II(EAEPC23) for
academic session 2024-2025.
The 7 semester ECAM students are required to follow the guidelines below for the project
work of 7'"" and 8'"" semester.
1) 1) Fill the details in the following google form link:
https://forms.gle/PsHpCBS5AyDLqPkDH7
2) Submit project details.
e Final year B.Tech. Project — I (EAEPC22) details should be submitted in consultation
with supervisors via the Google Form by 16/08/2024. 3:00 PM.
e Only one student from each group should fill in the Google Form.
3) Group composition.
e The maximum number of students in a group is four.
4) Project Evaluation.
e Mid-Term and End-Term evaluations will be conducted as per the university's academic
calendar.
e Students are expected to meet the supervisor(s) on weekly basis and update their
progress.
5) Consent form.
e Aconsent form, duly approved by the supervisor(s), must be uploaded in google form.
e Consent form is in third page.
6) Changes and Limits.
e Each faculty member can supervise a maximum of three projects (including as
main guide or co-guide). Students must ensure that no more than three groups are
working under any faculty member.
e Nochange of supervisor, group members, or project title will be entertained without the
permission of the undersigned/ HOD.
Prof. Rashmi Gupta Prof. Richa Bhatia Dr. C.S.Vinitha Dr. Patteti Krishna
BTP Coordinator’s ECAM
DEPARTMENT OF ECE-East Campus
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
GEETA COLONY, NEW DELHI — 110031
The list of mentors and their specialized areas are given below to choose from
Sr. No.
1
10
11
12
13
Name of the Faculty
Prof. Ashok Mittal
Prof R K Sharma
Prof. Arti MK
Prof. Rashmi Gupta
Prof. Richa Bhatia
Prof Soven Kumar Dana
Prof. M. Gangadharappa
Dr. C S Vinitha
Dr. Manisha Khulbe
Dr. Aarti jain
Dr. Garima Srivastava
Dr. Avinash
Dr Patteti Krishna
Broad Areas
Digital Communication and Networking, RF and
Microwave Engineering, Al and ML
Analog Signal processing
Digital Communication and Networking, Wireless and
Mobile Communication, Al and ML
Al and ML , Digital Signal and Image Processing,
Digital Communication and Networking,
Digital Signal and Image Processing, Wireless and
Mobile Communication, Al and ML
Digital Communication and Networking, Optics and
Optical Communication, Al and ML
Digital Signal and Image Processing, Wireless and
Mobile Communication, Al and ML
Digital system design using FPGA, Embedded
system, VLSI Design, Digital system design for
AI&ML.
Digital Signal and Image Processing, Wireless and
Mobile Communication, Optics and Optical
Communication
Al and ML, Wireless and Mobile Communication,
Digital Signal and Image Processing,
RF and Microwave Engineering, Wireless and Mobile
Communication, Al and ML
Wireless and Mobile Communication, Digital
Communication and Networking, Al and ML,
Digital Communication and Networking, Digital Signal
and Image Processing, Wireless and Mobile
Communication
DEPARTMENT OF ECE-East Campus
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
GEETA COLONY, NEW DELHI — 110031
CONSENT FORM
Name of students:
1.
2.
3.
4.
Title of the Project:
Name of Project Supervisor(s):
1.
2.
Signature of students
1.
2
3.
4
Acceptance of Supervisors:
1.
2.
","B.Tech. (ECAM) 7"" Semester —Project-I (EAEPC22) & Project-II(EAE PC23) for the academic session 2024-2025. Students are expected to meet the supervisor(s) on weekly basis and update their progress.",https://www.imsnsit.org/imsnsit/plum_url.php?GOJHoq82AT4YaWmNUAFzChce0Bua3P1sythUfsA5JsQLknis2Tse0fJ8hlv76CnfWnV7lTjW7s9gJr4/PA6Mte8Al+D2Tgit1sJv0jhsH6XHZWZNjRhOA393kek0HH+ibSDiWhaljOXpFHU5Fn0Q4DTWTc9UptrgO7aXMG6ltifwcnOQd7QIL0Vtqyssz8rwLS2CFRSfV3mEmMF3bu7NqA==,"['B.Tech', 'ECE']",1,1
